"Playlist ID:","38050a6e-e6e1-4e6b-a576-b5cdbb2dadfe","Playlist Name:","null","Date Created:","Sun Oct 22 17:48:20 CDT 2017","Song ID's:"
"Playlist ID:","21360ca8-a5d7-45de-afc4-4cccf28d6a05","Playlist Name:","null","Date Created:","Sun Oct 22 17:51:01 CDT 2017","Song ID's:"
"Playlist ID:","b465d93c-1f82-4d9f-b3f0-b255994d4e0f","Playlist Name:","null","Date Created:","Sun Oct 22 17:56:18 CDT 2017","Song ID's:"
"Playlist ID:","122890d1-f871-457f-bbcf-cf04f4f78c98","Playlist Name:","null","Date Created:","Sun Oct 22 17:56:19 CDT 2017","Song ID's:"
"Playlist ID:","dc833e6c-9f33-4346-b9c5-73a2a355b236","Playlist Name:","All Songs","Date Created:","Sun Oct 22 17:58:28 CDT 2017","Song ID's:"
"Playlist ID:","4cd18012-ea35-4ff4-899e-7f7f9401f8d1","Playlist Name:","All Songs","Date Created:","Sun Oct 22 17:59:42 CDT 2017","Song ID's:"
"Playlist ID:","f63447cb-a2f1-4673-a18f-18fc4d385be3","Playlist Name:","All Songs","Date Created:","Sun Oct 22 18:00:41 CDT 2017","Song ID's:","18277a26-52b1-4214-b8f1-f81f5974e0ed","b4d47525-91aa-4d6a-ae07-6297ce4d21fe","dd66bb8f-149d-4742-8eb2-2ae72d03fcef","2ae4cc38-e2f8-4a56-b387-5735cf5940ab","bd12357a-3f4c-4b1d-b75b-b188fd0962f7","b82c3ea1-67c8-4ec1-af8a-85e996263b47","571b7a44-0865-4e65-8f95-b4a665982447","11743773-88f1-42e6-a097-1aecb5041d62","b3cbeabc-8337-49af-b039-737e727e7031","8dafd198-9939-405f-a8bc-74ad7304d692","26af209f-6016-4020-ab26-5dc1ccd5023c","022341d4-0f19-44ec-a2bc-9837a542ad78","fc901e71-7b0c-45df-9a44-a5164bb6aa97","c98a5f5c-a210-49f5-a57d-15b9368bf1f8","d33de9f6-3b12-48e0-bf41-482e59a19287","c1a59890-1852-413f-b5b8-c05448a8c160","5795eb2f-2da8-404a-a13a-dcd956d1c7b9","bbd82cba-b441-404a-a2e8-c339c860d539","6ebf81fb-d620-4f2e-8574-bd78c894052b","3263c430-00f5-4e0b-bc01-263654b646ca","c77f6368-e754-4579-b32a-803a5e844f33","c19ba70f-13fa-4169-9f6b-0461acfb977a","d58f30bb-00a2-4609-84b8-a2ce12e7fae0"
"Playlist ID:","2ebe53ee-3357-4d66-9f4e-2f5584197af0","Playlist Name:","null","Date Created:","Sun Oct 22 18:01:16 CDT 2017","Song ID's:"
